,Year,Crop Type,Yield (kg/ha),Avg Temp (°C),Total Rainfall (mm),Avg Sunlight (hours/day),Soil pH,Soil Moisture (%),Fertilizer Used (kg/ha),Pesticide Used (L/ha),Region
19407,2020,Corn,8224,21.2,391,6.8,6.7,31.4,137,4.5,South
19408,2019,Wheat,7959,27.5,358,9.8,5.8,44.9,140,6.6,West
19409,2020,Rice,6215,21.8,289,7.0,6.3,36.3,103,6.0,West
19410,2021,Wheat,4702,27.3,315,10.4,6.6,41.9,119,4.5,South
19411,2024,Wheat,8354,18.0,365,6.0,6.2,31.6,116,6.2,South
19412,2018,Rice,8459,20.6,332,9.8,6.1,43.3,113,6.5,West
19413,2022,Corn,4609,22.2,340,6.3,6.0,32.3,136,6.7,South
19414,2024,Rice,4581,22.3,331,11.4,6.2,30.4,104,5.7,West
19415,2018,Wheat,6119,22.7,375,10.5,6.5,41.1,110,5.4,South
19416,2021,Corn,5268,25.5,354,11.5,6.0,38.9,127,5.4,North
19417,2022,Wheat,6740,24.5,387,8.9,6.4,44.0,100,4.7,West
19418,2023,Corn,4638,23.8,399,6.0,5.8,32.0,110,5.1,South
19419,2023,Rice,4720,27.9,400,11.6,5.9,44.8,105,5.0,South
19420,2024,Wheat,7760,19.6,340,7.6,6.0,28.1,126,6.1,West
19421,2020,Corn,5360,28.2,303,8.0,6.3,36.3,122,4.9,West
19422,2024,Corn,8427,27.5,353,9.3,6.6,32.0,153,6.2,North
19423,2020,Rice,6887,19.5,376,7.3,5.9,26.7,150,6.1,South
19424,2021,Corn,7025,25.1,314,11.8,6.4,26.3,118,5.7,South
19425,2023,Corn,5458,19.9,357,6.8,6.5,30.8,152,4.5,North
19426,2022,Wheat,5945,29.3,359,8.0,6.6,30.4,96,5.4,North
19427,2023,Rice,7768,23.4,309,11.8,6.0,30.8,136,4.8,North
19428,2020,Rice,7360,19.6,362,11.9,5.9,41.7,146,6.5,North
19429,2024,Wheat,6109,25.3,320,9.8,6.4,33.1,144,6.6,West
19430,2021,Wheat,6745,26.2,381,10.7,6.2,31.9,141,4.6,North
19431,2023,Wheat,5847,24.9,287,9.5,6.4,39.2,146,5.7,West
19432,2021,Corn,5783,20.1,363,8.8,6.0,32.3,149,6.4,West
19433,2023,Rice,4698,26.6,344,8.1,6.0,40.9,143,5.3,North
19434,2024,Rice,7363,29.1,364,7.4,6.6,39.6,109,5.8,West
19435,2018,Rice,6388,29.4,400,7.6,6.1,34.4,149,6.6,West
19436,2024,Corn,5660,25.8,393,8.9,6.8,44.2,111,5.5,North
19437,2023,Rice,5869,27.9,409,11.7,6.5,43.0,116,4.9,South
19438,2020,Rice,6534,29.7,375,11.2,6.7,25.7,114,6.8,South
19439,2024,Rice,8071,17.6,390,8.0,6.4,33.5,152,5.5,South
19440,2022,Rice,6722,23.2,318,11.7,6.6,24.4,149,5.4,West
19441,2020,Wheat,4988,20.8,398,6.9,6.2,37.2,113,6.0,South
19442,2020,Corn,8040,23.2,373,9.3,6.8,27.6,106,6.6,West
19443,2020,Rice,6863,28.9,342,10.1,6.1,25.6,128,6.9,South
19444,2021,Rice,7367,29.8,374,11.7,5.9,35.4,149,6.1,West
19445,2019,Rice,6927,28.8,387,7.4,6.7,26.8,138,5.4,North
19446,2019,Rice,6377,19.6,305,7.8,6.4,44.0,135,5.6,West
19447,2018,Rice,6452,27.4,409,6.7,6.2,41.6,118,6.2,South
19448,2020,Wheat,4941,27.6,308,8.0,6.1,42.3,130,6.9,North
19449,2019,Wheat,5364,24.5,387,11.0,6.8,35.8,114,7.0,South
19450,2018,Corn,6339,26.3,300,8.5,6.7,40.0,119,6.2,West
19451,2021,Corn,6680,28.8,306,11.9,6.7,42.3,147,5.4,North
19452,2020,Rice,7528,29.9,313,8.4,6.4,29.8,131,5.6,North
19453,2022,Rice,7598,17.5,302,10.3,6.0,24.7,109,6.8,South
19454,2021,Wheat,7484,20.3,357,8.4,6.7,31.7,115,6.3,North
19455,2018,Corn,7828,29.1,348,7.4,6.7,29.5,159,5.3,South
19456,2021,Rice,8134,21.3,396,7.1,6.1,42.2,131,5.8,West
19457,2022,Rice,5155,18.4,352,7.0,6.4,27.9,124,5.7,West
19458,2021,Rice,6390,21.1,324,9.9,5.8,32.2,154,6.6,North
19459,2018,Corn,5879,23.7,342,6.4,6.6,42.5,130,4.5,South
19460,2022,Wheat,4735,22.0,287,9.8,6.5,43.1,139,6.3,West
19461,2022,Wheat,8243,27.2,309,8.5,6.0,26.1,97,4.9,South
19462,2021,Rice,5488,24.9,291,10.0,6.0,42.2,111,5.3,North
19463,2022,Rice,5882,22.7,299,6.1,6.3,27.1,128,6.2,North
19464,2024,Rice,5314,30.0,399,6.8,6.5,36.3,106,6.5,North
19465,2021,Rice,7466,28.5,291,11.2,6.5,42.8,112,6.3,South
19466,2020,Rice,5794,28.2,363,12.0,5.8,27.9,99,5.2,South
19467,2022,Corn,6189,24.4,301,11.1,5.8,36.7,105,5.8,North
19468,2021,Wheat,8120,27.1,324,6.8,6.4,41.5,99,5.3,South
19469,2020,Corn,6033,21.4,305,7.2,6.0,40.2,128,5.7,South
19470,2022,Corn,8300,21.3,388,7.1,6.2,28.8,105,6.0,South
19471,2020,Rice,6986,28.6,390,11.2,5.8,41.2,132,4.6,North
19472,2023,Corn,6165,24.8,386,11.0,6.3,35.8,111,6.9,West
19473,2022,Wheat,7135,21.5,307,8.5,5.8,24.3,96,5.9,South
19474,2023,Rice,8486,28.0,352,6.7,6.8,32.6,141,5.6,West
19475,2018,Wheat,6323,22.8,281,11.3,6.0,25.8,107,5.7,West
19476,2018,Corn,5994,22.2,385,9.5,6.6,36.1,134,6.6,South
19477,2021,Rice,6232,17.3,307,11.9,6.2,41.1,143,4.8,South
19478,2019,Wheat,5834,25.8,356,7.7,6.1,27.5,111,6.8,West
19479,2023,Wheat,5740,23.9,386,6.2,5.9,25.7,112,5.1,West
19480,2023,Rice,5110,21.1,404,11.9,6.7,39.2,108,6.2,North
19481,2018,Wheat,5835,18.8,357,8.1,6.1,34.2,138,5.9,South
19482,2023,Rice,8368,19.4,346,8.7,6.5,40.4,106,6.4,West
19483,2019,Rice,4729,19.9,314,6.5,5.9,30.8,156,4.9,South
19484,2020,Corn,8192,28.2,299,9.6,6.8,44.5,106,6.5,South
19485,2020,Wheat,4839,23.2,392,7.6,6.4,27.3,155,6.1,North
19486,2019,Rice,8066,26.0,335,10.1,6.6,35.4,114,6.4,North
19487,2023,Corn,6711,23.0,387,10.6,5.8,24.9,133,5.7,North
19488,2023,Corn,6663,23.2,282,7.7,6.5,29.0,115,6.6,West
19489,2023,Rice,4570,27.7,347,8.6,6.7,40.0,150,6.4,West
19490,2024,Rice,6249,27.0,341,8.1,6.3,43.0,109,4.9,West
19491,2021,Wheat,5349,20.0,384,11.9,6.6,42.4,111,6.9,West
19492,2022,Wheat,5576,25.1,340,11.1,6.3,34.7,131,6.9,West
19493,2019,Wheat,6120,25.8,400,8.5,6.8,33.3,99,7.0,West
19494,2019,Rice,4841,22.3,308,9.1,5.9,28.7,145,4.7,South
19495,2024,Corn,5434,17.9,363,11.9,6.7,36.2,103,6.4,South
19496,2019,Corn,5087,21.8,367,7.6,6.4,39.2,105,6.1,South
19497,2019,Rice,7326,21.7,366,11.3,6.7,44.6,129,6.9,South
19498,2024,Wheat,8331,26.0,301,11.6,5.9,41.4,141,6.0,West
19499,2019,Corn,6879,27.5,320,8.8,6.7,43.1,110,6.2,West
19500,2023,Corn,6509,22.1,389,7.5,6.3,40.9,100,4.6,West
19501,2024,Wheat,8369,25.4,342,6.9,6.3,30.4,115,5.3,West
19502,2021,Corn,5602,25.4,404,6.4,6.4,34.3,96,6.1,North
19503,2018,Wheat,7515,25.4,391,7.1,6.7,29.3,144,5.2,North
19504,2023,Corn,4606,24.2,384,8.0,6.6,36.8,120,5.6,North
19505,2023,Corn,6472,25.2,387,10.6,5.9,32.1,138,6.6,North
19506,2022,Corn,6629,28.3,380,8.3,5.8,29.7,127,6.9,South
19507,2024,Wheat,7773,29.0,308,8.2,6.3,33.7,107,7.0,North
19508,2018,Corn,6939,18.2,346,11.1,6.8,38.0,98,5.8,North
19509,2019,Corn,4729,17.2,382,9.6,6.3,36.2,135,5.7,North
19510,2018,Corn,8310,23.7,359,8.8,5.9,32.8,144,5.6,West
19511,2021,Rice,6567,22.4,364,9.8,6.2,36.4,95,4.5,West
19512,2020,Corn,7327,22.9,365,9.4,6.2,26.3,146,6.0,West
19513,2023,Corn,5846,23.0,366,8.7,6.8,43.6,133,4.7,North
19514,2024,Wheat,8039,28.6,407,8.4,6.7,28.2,159,6.8,South
19515,2024,Wheat,8261,25.3,393,11.3,5.9,44.4,126,5.3,West
19516,2018,Rice,8465,22.8,315,7.1,6.0,34.1,125,5.8,North
19517,2022,Wheat,5151,22.9,284,6.9,6.3,34.0,152,6.8,South
19518,2021,Wheat,5833,28.0,283,10.8,6.4,44.2,134,6.3,West
19519,2020,Wheat,4971,19.8,303,6.7,6.0,33.5,114,4.8,North
19520,2021,Rice,7139,17.2,386,11.8,6.4,24.8,146,6.2,North
19521,2024,Rice,8463,23.2,293,7.7,6.0,30.1,119,6.0,North
19522,2019,Corn,8265,29.5,291,11.1,6.2,36.1,126,6.5,North
19523,2020,Corn,4573,27.6,361,9.9,6.3,31.9,147,4.7,West
19524,2024,Wheat,8230,22.3,323,10.9,6.8,30.6,153,6.9,South
19525,2022,Corn,8316,19.3,345,8.4,5.9,26.2,138,4.7,South
19526,2020,Corn,5153,24.4,375,7.2,6.7,42.0,126,5.7,North
19527,2024,Rice,5959,28.4,356,11.7,5.9,36.1,96,6.2,North
19528,2022,Rice,4961,26.3,336,10.7,5.9,43.8,96,6.3,West
19529,2019,Corn,5673,24.0,409,6.9,6.1,36.1,114,5.2,South
19530,2022,Corn,6167,26.6,404,8.7,6.4,36.1,157,6.1,South
19531,2021,Corn,8322,29.5,391,8.0,6.2,30.2,151,4.6,West
19532,2018,Wheat,6407,24.2,381,6.9,6.3,34.3,111,5.4,North
19533,2021,Rice,6862,24.2,362,9.6,6.6,25.1,157,6.8,West
19534,2024,Corn,8245,23.2,387,10.4,6.6,31.1,131,5.6,South
19535,2024,Corn,6355,24.4,345,7.4,6.8,29.6,106,6.6,West
19536,2023,Wheat,7821,25.3,343,9.3,6.7,33.7,147,4.9,South
19537,2021,Rice,5139,19.7,332,7.2,6.0,31.4,153,5.6,West
19538,2020,Wheat,4773,24.4,397,10.0,6.5,42.7,155,6.0,South
19539,2019,Wheat,4981,17.2,308,10.2,6.5,24.8,126,5.3,South
19540,2023,Corn,4581,29.2,401,9.0,6.3,28.8,115,6.9,North
19541,2023,Wheat,7803,17.5,390,10.0,6.7,25.6,131,5.8,South
19542,2023,Wheat,4530,29.5,351,10.2,6.6,36.5,137,5.2,North
19543,2024,Corn,7293,29.6,293,11.5,6.2,41.9,105,6.2,North
19544,2018,Rice,5607,23.8,347,11.0,6.2,36.0,146,6.6,North
19545,2022,Corn,5495,21.3,322,10.9,6.2,25.3,128,5.3,West
19546,2020,Rice,6589,19.4,392,6.1,6.3,27.4,150,5.6,North
19547,2024,Wheat,8285,19.1,308,7.6,6.5,28.3,114,6.9,South
19548,2019,Wheat,4750,20.1,336,7.2,6.1,31.9,98,4.8,West
19549,2024,Corn,8081,23.2,397,12.0,6.0,38.9,150,5.0,North
19550,2018,Corn,6934,26.7,312,9.4,5.8,42.7,148,7.0,South
19551,2024,Corn,6120,22.2,300,7.0,6.6,44.2,113,5.6,South
19552,2024,Wheat,5495,27.2,392,9.4,6.2,26.6,120,5.9,South
19553,2021,Wheat,6218,24.3,408,10.2,6.6,32.6,156,5.8,West
19554,2019,Rice,4765,17.3,281,10.9,5.9,26.9,99,6.1,West
19555,2023,Corn,8154,18.7,343,7.7,6.3,33.2,135,5.6,West
19556,2019,Wheat,4521,24.4,405,9.3,6.2,26.3,132,5.4,West
19557,2019,Rice,5930,19.1,397,7.8,6.3,40.9,118,5.4,South
19558,2021,Corn,6623,24.9,353,8.7,6.7,40.7,127,6.1,South
19559,2022,Corn,6010,22.8,353,8.4,5.9,44.1,145,5.6,South
19560,2024,Rice,8352,26.0,408,7.3,6.2,24.9,139,5.6,North
19561,2020,Rice,5179,20.8,322,7.8,6.6,27.8,155,5.3,South
19562,2023,Rice,7438,27.7,320,7.5,6.4,42.8,116,6.6,West
19563,2022,Wheat,6432,22.1,368,10.9,6.8,37.0,123,4.9,West
19564,2018,Corn,7412,27.4,356,6.9,6.5,33.4,148,6.0,South
19565,2024,Corn,7922,17.3,320,11.8,5.9,38.3,124,6.9,South
19566,2023,Rice,4739,22.1,285,8.4,6.2,29.2,130,5.0,North
19567,2020,Wheat,4550,19.9,325,7.4,6.1,39.2,145,5.5,South
19568,2024,Rice,7507,22.8,408,10.6,6.3,34.3,150,6.3,South
19569,2018,Wheat,4975,29.3,308,6.6,6.4,37.7,140,5.6,South
19570,2021,Corn,8166,19.1,402,10.9,6.1,30.3,106,4.5,West
19571,2022,Corn,6504,18.1,366,7.9,6.4,35.2,114,6.3,North
19572,2024,Wheat,7411,17.8,339,7.0,6.1,26.0,120,6.3,West
19573,2023,Corn,6125,18.6,377,11.1,5.9,27.9,144,6.4,West
19574,2019,Corn,5393,17.8,302,9.6,6.3,24.0,119,5.8,South
19575,2020,Rice,7072,25.9,289,9.2,6.3,30.3,116,5.3,West
19576,2024,Wheat,4656,18.5,283,7.8,6.2,24.2,130,6.5,South
19577,2023,Corn,6746,19.6,318,9.0,6.3,34.4,102,5.2,West
19578,2019,Corn,5523,25.4,392,10.7,6.3,24.7,118,5.0,North
19579,2023,Wheat,8002,22.8,367,8.9,6.4,28.0,122,5.2,North
19580,2024,Corn,5165,17.7,313,9.8,6.8,33.6,125,5.1,North
19581,2018,Wheat,8281,29.6,399,6.2,6.5,30.6,131,5.4,North
19582,2019,Wheat,7283,24.8,304,9.6,6.7,28.1,136,7.0,West
19583,2019,Rice,6519,25.0,294,7.4,6.3,32.4,122,4.8,North
19584,2023,Wheat,5641,28.1,291,10.4,6.5,25.6,131,5.6,North
19585,2021,Rice,6186,28.8,408,7.9,5.9,38.7,159,6.8,North
19586,2024,Corn,8327,17.7,385,7.8,6.6,35.4,130,4.5,North
19587,2021,Wheat,4574,17.9,399,8.5,6.7,28.5,106,6.8,West
19588,2022,Rice,5451,27.1,338,6.7,6.8,41.7,121,4.8,South
19589,2018,Wheat,7272,26.0,384,10.5,6.0,25.7,105,5.6,West
19590,2021,Corn,8358,19.8,310,9.8,6.8,40.3,147,5.0,West
19591,2023,Rice,8437,21.2,332,7.7,6.3,24.6,112,6.2,South
19592,2024,Rice,7556,24.9,385,10.6,6.7,36.2,148,7.0,North
19593,2021,Rice,6914,27.3,346,11.8,6.5,36.4,153,6.4,North
19594,2022,Corn,7303,24.8,338,11.1,6.7,27.0,143,6.4,North
19595,2020,Rice,7749,27.3,355,8.5,6.4,39.2,157,5.7,North
19596,2022,Corn,6655,20.0,378,7.8,6.1,35.4,139,5.9,South
19597,2019,Corn,6326,21.3,387,6.0,6.6,29.4,131,5.8,South
19598,2024,Wheat,7236,18.3,302,7.6,6.1,39.2,107,5.4,South
19599,2019,Corn,6002,29.8,365,6.7,6.1,33.9,140,6.9,West
19600,2021,Rice,8257,27.5,325,11.0,6.0,33.0,125,6.7,North
19601,2021,Rice,4592,26.3,308,10.7,5.9,24.1,102,6.7,North
19602,2022,Corn,7513,19.5,367,8.8,6.6,34.4,114,5.2,South
19603,2022,Corn,6647,26.1,338,6.7,6.1,37.1,144,6.4,South
19604,2023,Wheat,4680,28.2,332,9.1,6.2,41.2,118,5.9,West
19605,2018,Wheat,5170,27.5,347,9.2,6.6,44.1,124,5.9,North
19606,2023,Rice,6643,26.8,380,9.8,5.8,28.8,104,4.9,South
19607,2019,Corn,4731,22.0,308,9.2,6.1,41.6,132,5.6,South
19608,2023,Rice,6798,27.0,282,6.6,6.7,26.3,139,5.7,South
19609,2022,Corn,6375,23.3,374,9.8,6.0,38.9,133,6.2,North
19610,2024,Rice,8489,22.3,368,11.9,5.9,38.5,103,6.0,South
19611,2023,Rice,6102,29.5,390,9.8,6.8,24.3,148,5.1,South
19612,2020,Rice,7451,18.9,342,8.2,6.5,33.4,153,4.7,North
19613,2018,Corn,6272,28.2,302,9.7,6.6,37.1,109,6.6,West
19614,2022,Wheat,6566,21.2,365,9.4,6.0,41.3,151,6.0,South
19615,2024,Wheat,5810,23.7,394,6.6,5.8,41.8,123,5.9,South
19616,2021,Corn,8371,21.7,356,9.8,6.4,29.8,105,5.0,North
19617,2023,Wheat,6754,23.5,389,9.9,6.5,36.2,120,6.9,South
19618,2022,Rice,6858,27.6,392,8.1,6.0,40.0,102,6.2,West
19619,2021,Corn,6650,19.4,315,7.8,5.8,41.2,107,6.2,North
19620,2021,Corn,4658,26.8,399,9.0,6.8,32.3,154,5.4,North
19621,2019,Wheat,8278,22.8,288,6.9,6.2,32.9,140,5.8,North
19622,2019,Wheat,6086,29.2,335,6.6,6.5,36.9,117,6.4,North
19623,2024,Rice,4877,24.1,351,10.5,6.3,28.5,157,5.4,West
19624,2022,Corn,7795,17.5,312,7.1,6.1,35.9,96,6.9,South
19625,2024,Wheat,5213,28.8,314,7.5,6.8,38.0,146,5.5,South
19626,2022,Corn,4591,29.0,402,8.3,6.4,25.3,96,5.4,West
19627,2020,Rice,7214,19.3,310,10.3,6.1,36.6,140,5.7,South
19628,2018,Rice,6723,29.6,398,9.4,6.5,42.7,102,6.0,South
19629,2018,Rice,5633,22.8,325,8.7,6.4,34.1,138,5.5,West
19630,2022,Corn,8382,28.9,357,11.9,6.5,38.5,144,4.9,South
19631,2019,Corn,7282,21.7,289,8.8,6.6,38.7,151,5.5,South
19632,2023,Corn,6726,17.3,346,9.5,6.0,40.6,96,6.1,South
19633,2024,Corn,5237,27.3,398,6.5,5.9,33.4,106,4.7,North
19634,2020,Corn,7000,28.5,330,7.6,6.3,38.6,131,6.8,West
19635,2018,Rice,7646,19.1,318,7.8,5.8,25.7,119,5.8,West
19636,2022,Rice,7130,24.2,346,7.3,6.0,34.4,139,5.9,South
19637,2019,Rice,6363,27.8,369,7.8,6.0,41.9,95,6.2,North
19638,2019,Wheat,8292,23.0,400,8.9,6.6,41.7,129,5.3,South
19639,2019,Rice,4991,27.2,409,11.1,6.6,34.2,145,5.3,West
19640,2024,Corn,7504,25.3,291,9.9,5.9,42.5,145,5.1,West
19641,2023,Rice,6650,26.4,338,10.8,6.1,27.1,125,6.6,South
19642,2021,Wheat,6588,28.9,404,8.9,6.5,41.7,135,6.0,North
19643,2024,Wheat,6982,22.4,311,9.4,6.0,24.9,152,4.6,North
19644,2023,Wheat,7905,27.0,330,6.4,6.1,26.5,108,5.3,West
19645,2019,Wheat,7851,26.3,403,6.8,6.2,25.6,103,4.7,North
19646,2022,Wheat,8113,22.7,381,11.0,5.9,39.8,116,4.9,North
19647,2020,Corn,6029,22.0,290,12.0,6.0,39.4,105,6.0,South
19648,2023,Rice,7814,28.5,311,10.7,6.0,36.2,151,4.7,West
19649,2022,Corn,8135,19.7,333,7.2,6.5,42.6,127,6.8,North
19650,2024,Corn,5445,21.1,285,6.1,6.1,42.2,118,6.3,North
19651,2024,Wheat,8140,29.7,305,6.2,6.5,30.0,128,6.7,South
19652,2019,Rice,5201,20.6,287,7.6,6.3,31.9,151,7.0,South
19653,2020,Rice,5602,28.3,317,11.3,5.9,44.9,150,5.2,South
19654,2018,Rice,8456,21.8,296,7.3,6.0,37.5,146,6.4,West
19655,2018,Wheat,6984,24.2,382,9.9,5.8,30.7,152,6.0,South
19656,2024,Corn,7255,22.2,362,6.8,6.8,44.1,98,6.9,South
19657,2022,Rice,8032,19.9,404,10.2,6.6,32.6,123,6.3,South
19658,2020,Corn,7768,26.0,392,6.9,6.1,28.1,130,5.9,North
19659,2022,Rice,7602,29.6,332,8.3,6.2,30.5,141,4.6,South
19660,2020,Rice,6367,28.6,389,7.2,6.5,34.4,117,5.4,North
19661,2020,Rice,4529,29.8,400,7.7,6.3,36.2,95,5.1,South
19662,2024,Rice,7684,26.0,376,10.3,6.4,27.2,132,5.0,West
19663,2022,Wheat,8221,17.4,375,9.4,5.8,36.6,103,5.5,North
19664,2024,Wheat,8305,24.2,341,6.6,6.7,33.7,108,5.8,South
19665,2020,Corn,7533,25.1,332,11.0,6.1,39.3,99,5.6,North
19666,2023,Wheat,5183,18.6,372,9.6,6.5,24.9,114,5.2,North
19667,2019,Rice,4889,27.8,380,7.7,6.7,44.7,138,6.2,North
19668,2020,Corn,8238,26.5,405,8.4,6.5,26.8,126,5.3,West
19669,2023,Corn,6823,22.8,362,11.3,6.6,41.4,110,5.8,West
19670,2020,Corn,5743,20.8,374,8.0,6.8,40.0,121,6.6,South
19671,2023,Rice,7847,19.9,362,7.7,6.5,41.5,115,5.5,West
19672,2022,Rice,4511,29.5,293,7.3,6.3,29.1,127,7.0,South
19673,2018,Corn,6016,27.4,344,10.7,6.3,41.3,119,5.5,North
19674,2021,Wheat,6120,26.0,392,7.5,5.8,28.7,136,5.4,North
19675,2020,Rice,6257,29.3,328,8.8,5.9,33.3,97,5.6,South
19676,2021,Rice,4548,19.6,408,6.1,6.4,42.5,101,5.4,West
19677,2020,Wheat,6215,28.1,363,11.8,6.3,43.9,100,6.2,North
19678,2022,Corn,6557,24.6,301,11.0,6.3,32.9,104,6.4,West
19679,2022,Wheat,4760,29.1,282,9.9,5.9,36.2,157,5.2,North
19680,2023,Rice,4819,25.6,337,7.8,6.7,31.5,111,4.8,West
19681,2020,Corn,4685,26.6,356,7.1,6.7,30.5,117,6.1,North
19682,2022,Corn,6776,19.9,291,8.6,6.1,35.8,122,5.0,South
19683,2022,Wheat,6427,21.5,281,7.3,6.2,25.2,98,6.0,North
19684,2020,Rice,7217,20.9,405,11.6,6.2,36.8,126,5.9,West
19685,2023,Rice,7332,26.0,363,10.4,6.0,40.4,150,5.3,North
19686,2023,Corn,7382,22.3,339,10.1,6.1,27.5,95,6.2,West
19687,2023,Rice,4520,28.2,320,10.1,6.8,27.6,99,5.8,South
19688,2023,Corn,4515,19.8,381,10.6,6.4,33.5,140,4.5,West
19689,2018,Corn,7027,27.3,290,6.3,6.7,35.7,95,6.1,North
19690,2020,Corn,8366,27.6,386,7.5,6.5,31.7,105,5.3,North
19691,2024,Rice,8198,25.2,341,9.5,6.7,29.6,154,6.0,North
19692,2018,Wheat,4505,18.9,294,7.3,6.2,36.5,132,5.7,South
19693,2022,Corn,6845,21.2,349,9.6,6.4,27.6,122,6.3,West
19694,2018,Wheat,7459,22.2,319,11.8,6.2,42.9,112,4.9,West
19695,2024,Wheat,5440,23.1,288,8.0,6.6,38.9,135,5.5,West
19696,2024,Wheat,4758,26.6,393,10.5,6.6,29.4,145,5.4,West
19697,2024,Wheat,7561,21.4,337,8.6,6.6,39.4,142,6.1,North
19698,2023,Wheat,5563,17.2,359,10.3,6.0,35.9,120,5.4,West
19699,2022,Corn,4775,28.3,330,6.4,6.7,44.2,99,4.7,West
19700,2018,Rice,7291,22.6,336,8.2,6.8,27.2,159,5.3,West
19701,2018,Wheat,7066,20.7,365,10.4,6.6,38.8,145,6.8,North
19702,2020,Rice,5326,27.6,291,11.1,6.3,33.5,155,6.7,North
19703,2018,Rice,6430,28.4,285,8.5,6.1,27.0,104,4.6,North
19704,2022,Corn,7152,26.5,381,9.3,5.9,27.6,158,6.3,South
19705,2023,Wheat,8082,21.6,401,11.8,6.2,29.2,137,5.6,North
19706,2020,Rice,5831,20.0,326,8.7,6.1,36.5,114,6.0,West
19707,2018,Rice,8470,26.3,364,7.4,6.2,36.9,107,5.7,South
19708,2020,Wheat,6056,17.7,396,6.1,5.9,34.0,140,6.4,North
19709,2021,Corn,5448,22.1,298,11.5,6.1,35.7,136,5.3,South
19710,2020,Corn,4979,26.9,306,6.3,6.8,44.4,115,6.3,North
19711,2024,Wheat,4913,24.6,349,7.4,5.9,36.7,145,6.0,West
19712,2023,Rice,7546,26.5,320,11.1,5.9,31.4,136,6.7,South
19713,2024,Corn,8094,24.4,307,11.6,6.5,41.5,139,5.7,South
19714,2021,Corn,5988,20.1,342,10.0,6.6,29.5,157,5.7,West
19715,2024,Rice,5932,23.3,346,7.6,5.9,44.3,106,4.8,West
19716,2021,Rice,7621,27.0,303,7.6,6.8,33.1,103,4.6,West
19717,2020,Rice,7324,20.0,380,9.0,5.8,31.6,152,5.6,North
19718,2022,Rice,6592,29.5,358,11.6,6.7,33.3,111,5.8,West
19719,2023,Wheat,6320,19.6,318,11.7,6.6,40.5,99,4.9,North
19720,2022,Rice,5329,17.2,401,8.6,6.5,24.6,119,6.7,West
19721,2023,Corn,5794,27.1,324,7.9,6.4,43.9,152,4.9,West
19722,2023,Rice,4774,29.1,340,8.3,6.6,31.3,130,6.1,North
19723,2024,Rice,6434,20.2,371,7.4,5.9,41.4,137,6.2,North
19724,2024,Wheat,5946,19.0,320,7.0,6.2,39.4,106,5.4,North
19725,2022,Wheat,7606,19.9,326,10.1,5.9,24.5,122,4.7,West
19726,2019,Rice,6027,25.2,401,7.6,6.0,39.3,138,5.5,South
19727,2021,Wheat,8059,24.5,311,11.0,6.6,32.6,99,4.7,North
19728,2024,Wheat,7200,25.1,353,7.5,6.5,40.9,122,4.5,South
19729,2024,Wheat,4643,17.1,401,9.3,6.2,33.1,138,6.1,North
19730,2024,Wheat,5334,19.0,381,10.3,6.2,37.0,136,5.7,West
19731,2020,Rice,7304,20.2,356,9.9,6.5,34.3,120,4.7,South
19732,2022,Wheat,6386,26.1,294,6.7,6.4,39.9,140,6.0,West
19733,2022,Wheat,8394,24.9,292,7.6,6.3,35.9,143,5.0,West
19734,2024,Corn,6740,25.1,314,6.1,6.5,24.9,108,6.0,North
19735,2020,Rice,7094,24.4,409,9.5,6.0,43.0,129,6.5,South
19736,2024,Wheat,5283,26.7,340,9.7,6.1,40.1,128,6.3,North
19737,2021,Corn,6420,29.2,344,8.9,5.9,26.4,137,5.7,West
19738,2020,Wheat,4677,25.8,375,9.8,6.4,43.1,134,4.6,South
19739,2024,Rice,7329,26.7,365,11.1,6.6,29.1,159,6.1,South
19740,2023,Corn,6865,24.9,283,7.5,6.3,42.5,138,6.9,South
19741,2019,Corn,7962,27.4,389,9.2,6.2,44.6,153,4.8,West
19742,2023,Rice,6698,29.3,293,6.8,6.0,35.8,95,4.8,North
19743,2019,Corn,5110,24.9,320,7.4,6.4,44.1,128,6.3,North
19744,2020,Corn,8018,19.4,341,7.8,5.9,34.7,132,6.3,South
19745,2023,Wheat,5040,27.0,331,10.3,6.3,42.2,113,6.4,South
19746,2021,Corn,6697,25.5,306,6.9,6.0,26.1,105,6.9,West
19747,2023,Rice,7779,29.1,364,10.2,5.9,42.5,128,4.7,South
19748,2022,Wheat,5872,20.5,319,6.6,6.8,25.7,144,5.4,South
19749,2019,Corn,6809,29.6,314,10.1,5.9,26.6,139,5.3,North
19750,2019,Wheat,8293,24.2,374,10.7,6.7,44.1,115,5.1,West
19751,2024,Rice,4912,29.5,290,11.4,6.8,44.6,151,6.2,West
19752,2021,Corn,7660,27.2,359,11.0,6.5,44.5,122,5.3,West
19753,2019,Rice,6272,28.3,377,9.8,6.8,37.4,109,4.8,West
19754,2019,Rice,6283,21.2,404,10.7,6.6,30.0,99,6.2,West
19755,2024,Corn,5781,19.9,320,10.3,6.0,29.3,137,4.9,North
19756,2021,Corn,4991,25.1,300,8.8,6.4,37.8,98,6.7,South
19757,2023,Wheat,6227,21.9,372,10.7,6.5,29.0,149,6.5,South
19758,2020,Rice,6131,29.8,354,6.0,6.4,28.9,142,6.3,West
19759,2023,Corn,8119,23.4,336,10.8,6.2,37.8,135,5.4,West
